property_title,property_location,price,area,listing_type
محل للبيع بالكامل في الثرامد,"Al Batinah, Barka",2900.0,100.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ibra,"Al Sharqiya, Ibra",120.0,1.0,For Rent
مخزن مساحة 250 متر  للإيجار في المعبيلة الصناعية رقم 13,"Muscat, Al Maabilah",900.0,250.0,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Other,"Al Sharqiya, Other",40.0,160.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",20.0,160.0,For Rent
105 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35.0,105.0,For Rent
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",55.0,1.0,For Rent
150 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",35.0,150.0,For Rent
For rent luxury appartment in wadi alkabeer behind jal jalalah mosque on the first raw line street,"Muscat, Wadi Al Kabir",170.0,100.0,For Rent
Unfurnished Monthly in Muscat Ghubrah,"Muscat, Ghubrah",150.0,100.0,For Rent
2 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",85.0,250.0,For Rent
255 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30.0,255.0,For Rent
22 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20.0,22.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20.0,110.0,For Rent
120 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",100.0,120.0,For Rent
45 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45.0,45.0,For Rent
‎ للإيجار في نزوى ( حي التراث ),"Al Dakhiliya, Nizwa",270.0,300.0,For Rent
Khareef Special  1BHK Villa w/ Private Pool & Garden  Beachside in Hawana Salalah,"Dhofar, Taqah",95.0,85.0,For Rent
20 m2 1 Bedroom Apartments for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",40.0,20.0,For Rent
75 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",190.0,75.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",260.0,100.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",220.0,90.0,For Rent
محل للايجار في شارع مزون في الخوض السابعه في منطقه حيويه جدا- Shop for rent,"Muscat, Al Khoud",600.0,57.0,For Rent
للايجار محلات مميزه بمساحات متعدده ف مرتفعات غلا Shops for Rent different spaces,"Muscat, Ghala",360.0,71.0,For Rent
11111111 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",20.0,11111111.0,For Rent
5 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",15.0,5.0,For Rent
750 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25.0,750.0,For Rent
3500 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",35.0,3500.0,For Rent
3 Bedrooms Chalet for Rent in Al Dakhiliya Other,"Al Dakhiliya, Other",40.0,350.0,For Rent
220 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",80.0,220.0,For Rent
1111 m2 Studio Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20.0,1111.0,For Rent
Furnished Monthly in Muscat Azaiba,"Muscat, Azaiba",55.0,1111.0,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30.0,250.0,For Rent
42 m2 1 Bedroom Apartments for Rent in Al Batinah Barka,"Al Batinah, Barka",130.0,42.0,For Rent
Restaurant,"Dhofar, Salala",1250.0,1100.0,For Rent
Room for renting,"Muscat, Al Maabilah",60.0,250.0,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20.0,300.0,For Rent
Room for rent  Barka souck,"Al Batinah, Barka",60.0,300.0,For Rent
محل مواد بناء و كهرباء,"Muscat, Amerat",3500.0,11.0,For Rent
85 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",18.0,85.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Al Sharqiya Other,"Al Sharqiya, Other",1.0,300.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",50.0,500.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Other,"Al Sharqiya, Other",25.0,200.0,For Rent
95 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",25.0,95.0,For Rent
200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",15.0,200.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",15.0,200.0,For Rent
Suspicious two bed apartment for rent the wave,"Muscat, Al Mouj",700.0,130.0,For Rent
450 m2 5 Bedrooms Townhouse for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",250.0,450.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",10.0,100.0,For Rent
Furnished Daily in Muscat Bosher,"Muscat, Bosher",10.0,1.0,For Rent
Unfurnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",145.0,1.0,For Rent
Furnished Monthly in Muscat Azaiba,"Muscat, Azaiba",180.0,1.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",15.0,1.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",150.0,1.0,For Rent
20 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",70.0,20.0,For Rent
300 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,300.0,For Rent
3 محلات للايجار في محارة بركاء 3 shops for rent,"Al Batinah, Barka",300.0,120.0,For Rent
102 m2 3 Bedrooms Townhouse for Rent in Dhofar Other,"Dhofar, Other",1.0,102.0,For Rent
2 bhk flat for rent in alkuwair,"Muscat, Al Khuwair",250.0,1111.0,For Rent
"Spacious Shop for Rent, Behind City Centre Al Seeb, Excellent Locationموالح جنوبية  مجمع مزايا","Muscat, Al Mawaleh",400.0,70.0,For Rent
Furnished Daily in Dhofar Mirbat,"Dhofar, Mirbat",60.0,70.0,For Rent
1-BEDROOM APARTMENT [GU-231],"Muscat, Ghubrah",250.0,1.0,For Rent
4-BEDROOM TWIN VILLA [GU-230],"Muscat, Ghubrah",700.0,1.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",240.0,1.0,For Rent
108 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",300.0,108.0,For Rent
Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",210.0,108.0,For Rent
Furnished Daily in Muscat Quriyat,"Muscat, Quriyat",20.0,108.0,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Bosher,"Muscat, Bosher",550.0,300.0,For Rent
342 m2 3 Bedrooms Villa for Rent in Dhofar Taqah,"Dhofar, Taqah",60.0,342.0,For Rent
Commercial Land for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",1000.0,342.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Dhofar Taqah,"Dhofar, Taqah",120.0,300.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",220.0,120.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,100.0,For Rent
OFFICE SPACE [AK-159],"Muscat, Al Khuwair",350.0,1.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",40.0,1.0,For Rent
Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",40.0,1.0,For Rent
Modern 2-Bedroom Townhouse with Private Backyard For Rent in Al Mouj,"Muscat, Al Mouj",800.0,250.0,For Rent
Al Wuttayya Muscat-2BHK flat behind Wuttayya Mosque-3Bathroom-OMR 255 only!!,"Muscat, Al-Wuttayah",165.0,110.0,For Rent
Industrial Land for Rent in Al Batinah Sohar,"Al Batinah, Sohar",350.0,110.0,For Rent
111111 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",90.0,111111.0,For Rent
Wuttayya Muscat-Spacious 3BHK flat Behind NBO bank near to Mazda Showroom-OMR 210 only!!,"Muscat, Al-Wuttayah",210.0,150.0,For Rent
COMMERCIAL SHOP [MH-99],"Muscat, Muscat Hills",13.0,134.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",75.0,134.0,For Rent
بناية تجارية للإيجار/ commercial building for rent,"Muscat, Ruwi",8000.0,1000.0,For Rent
75 m2 1 Bedroom Apartments for Rent in Muscat Ruwi,"Muscat, Ruwi",150.0,75.0,For Rent
600 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25.0,600.0,For Rent
350 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",65.0,350.0,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",150.0,350.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",10.0,100.0,For Rent
كرفان للايجار اليومي,"Al Batinah, Nakhl",20.0,1.0,For Rent
Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",90.0,300.0,For Rent
250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",60.0,250.0,For Rent
600 m2 2 Bedrooms Villa for Rent in Al Batinah Barka,"Al Batinah, Barka",150.0,600.0,For Rent
6 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",13.0,6.0,For Rent
600 m2 3 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",120.0,600.0,For Rent
industrial land for rent 430 forsale 65thousand 1500mtr in soharارض صناعية مسورة للإيجار390  صحار,"Al Batinah, Sohar",390.0,100.0,For Rent
410 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",150000.0,410.0,For Rent
100 m2 Studio Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",20.0,100.0,For Rent
Farm Land for Rent in Muscat Manumah,"Muscat, Manumah",20000.0,100.0,For Rent
73 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20.0,73.0,For Rent
100 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",15.0,100.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35.0,200.0,For Rent
300 m2 2 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",200.0,300.0,For Rent
Commercial Units for rent at Almuneer Building in Alkhoud Commercial Street,"Muscat, Al Khoud",180.0,24.0,For Rent
400 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",50.0,400.0,For Rent
220 m2 4 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",50.0,220.0,For Rent
Commercial Land for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",1.0,220.0,For Rent
140 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35.0,140.0,For Rent
1 Bedroom Chalet for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",35.0,90.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",15.0,90.0,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Muscat Amerat,"Muscat, Amerat",280.0,250.0,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",35.0,250.0,For Rent
145 m2 2 Bedrooms Apartments for Rent in Muscat Al Mouj,"Muscat, Al Mouj",1200.0,145.0,For Rent
157 m2 2 Bedrooms Apartments for Rent in Muscat Al Mouj,"Muscat, Al Mouj",1150.0,157.0,For Rent
house for rent,"Al Batinah, Barka",200.0,650.0,For Rent
25 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",23.0,25.0,For Rent
Stunning 2-Bedroom Apartment for Rent and Sale in Al Mouj Muscat – Luxury Living by the Sea,"Muscat, Al Mouj",700.0,131.0,For Rent
212 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,212.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",20.0,212.0,For Rent
Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",140.0,212.0,For Rent
700 ft² 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",40.0,212.0,For Rent
1 Bedroom with attached bathroom for rent,"Muscat, Ghubrah",125.0,200.0,For Rent
1212 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,1212.0,For Rent
40 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20000.0,40.0,For Rent
Furnished Daily in Al Batinah Sohar,"Al Batinah, Sohar",10.0,40.0,For Rent
120 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",12.0,120.0,For Rent
BANNER 107 - 3BHK FULL 1ST FLOOR FLAT IN MAWALEH SOUTH.,"Muscat, Al Mawaleh",300.0,10.0,For Rent
Sharing bed,"Muscat, Al-Hail",400.0,10.0,For Rent
55 m2 Studio Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",190.0,55.0,For Rent
450 m2 4 Bedrooms Villa for Rent in Al Dakhiliya Bidbid,"Al Dakhiliya, Bidbid",59.0,450.0,For Rent
350 m2 5 Bedrooms Villa for Rent in Muscat Al-Hail,"Muscat, Al-Hail",380.0,350.0,For Rent
8000 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",160.0,8000.0,For Rent
RETAIL SPACE FOR RENT @ Markaz Al Bahja Mall,"Muscat, Al Mouj",400.0,50.0,For Rent
2000 m2 Studio Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",160.0,2000.0,For Rent
Unfurnished Monthly in Muscat Ghubrah,"Muscat, Ghubrah",120.0,2000.0,For Rent
180 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30.0,180.0,For Rent
Fully furnished office space for rent in Ghala,"Muscat, Ghala",500.0,1111.0,For Rent
460 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",140.0,460.0,For Rent
130 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",250.0,130.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",8.0,130.0,For Rent
45 m2 Studio Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",150.0,45.0,For Rent
65 m2 Studio Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",140.0,65.0,For Rent
looking for a room,"Muscat, Ghala",100.0,65.0,For Rent
65 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",100.0,65.0,For Rent
600 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45.0,600.0,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",50.0,400.0,For Rent
Comfy Stay in Central Salalah,"Dhofar, Salala",10.0,100.0,For Rent
102 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",35.0,102.0,For Rent
4 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",180.0,4.0,For Rent
"SR--OR-874  Furnished Villa for Rent – Al Amerat, Jahlout/فيلا مفروشة للإيجار – العامرات، جحلوت","Muscat, Amerat",520.0,450.0,For Rent
محلات للايجار في مول جسرة 1 وعروض Jasra mall rent حصريه لإيجار المول كاملا,"Muscat, Seeb",100.0,20.0,For Rent
"SR--OR-873  Furnished Villa for Rent – Al Amirat, Jahlout/ فيلا مفروشة للإيجار – العامرات، جحلوت","Muscat, Amerat",340.0,350.0,For Rent
1 Bedroom Chalet for Rent in Dhofar Salala,"Dhofar, Salala",70.0,70.0,For Rent
Beautiful 5+1 BR Villa Available for RENT in Azaiba,"Muscat, Azaiba",750.0,350.0,For Rent
130 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",100.0,130.0,For Rent
400 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",18.0,400.0,For Rent
360 m2 5 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",50.0,360.0,For Rent
150 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",70.0,150.0,For Rent
Furnished Daily in Al Dakhiliya Izki,"Al Dakhiliya, Izki",6.0,2.0,For Rent
100 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",140.0,100.0,For Rent
245 m2 5 Bedrooms Townhouse for Rent in Al Batinah Al Khaboura,"Al Batinah, Al Khaboura",180.0,245.0,For Rent
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50.0,1.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",175.0,120.0,For Rent
1111 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35.0,1111.0,For Rent
Semi Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",85.0,1111.0,For Rent
4 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",35.0,350.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",110.0,120.0,For Rent
140 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",220.0,140.0,For Rent
محل بيع اللحوم والدواجن موقع ممتاز,"Al Batinah, Al Khaboura",6500.0,40.0,For Rent
135 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50.0,135.0,For Rent
Farm Land for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",200.0,135.0,For Rent
store in Nizwa مخزن للإيجار الشهري او الأسبوعي او اليومي في قلب نزوى,"Al Dakhiliya, Nizwa",250.0,150.0,For Rent
255 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120.0,255.0,For Rent
146 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",240.0,146.0,For Rent
400 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30000.0,400.0,For Rent
محلات وورشه للايجار,"Al Batinah, Nakhl",1000.0,300.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",1000.0,100.0,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",210.0,150.0,For Rent
معارض بمساحة 180 م مقابل للشارع العام  تصلح لكل الاستخدامات التجارية,"Muscat, Al Mawaleh",400.0,180.0,For Rent
شقة للإيجار في الطيف 7 – شارع الموج  Apartment for Rent in Taif 7 – Al Mouj Street,"Muscat, Al Mawaleh",350.0,120.0,For Rent
محلات بموقع مميز مواجهه للشارع العام بالمواح الجنوبية,"Muscat, Al Mawaleh",190.0,37.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",575.0,300.0,For Rent
300 m2 4 Bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",600.0,300.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",230.0,120.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",290.0,120.0,For Rent
350 m2 More than 6 bedrooms Villa for Rent in Muscat Al Khoud,"Muscat, Al Khoud",600.0,350.0,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Azaiba,"Muscat, Azaiba",550.0,300.0,For Rent
120 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,"Muscat, Al Mouj",525.0,120.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Muscat Ghala,"Muscat, Ghala",330.0,300.0,For Rent
125 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40.0,125.0,For Rent
Semi Furnished Monthly in Al Batinah Sohar,"Al Batinah, Sohar",70.0,500.0,For Rent
110 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30.0,110.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",20.0,190.0,For Rent
180 m2 3 Bedrooms Townhouse for Rent in Dhofar Mirbat,"Dhofar, Mirbat",350.0,180.0,For Rent
20 m2 Studio Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",210.0,20.0,For Rent
1 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",140.0,1.0,For Rent
180 m2 Studio Apartments for Rent in Muscat Amerat,"Muscat, Amerat",15.0,180.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",90.0,180.0,For Rent
25 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40.0,25.0,For Rent
محلات للايجار,"Al Batinah, Suwaiq",1.0,60.0,For Rent
160 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Ibra,"Al Sharqiya, Ibra",15.0,160.0,For Rent
2 ft² 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",20.0,160.0,For Rent
103 m2 2 Bedrooms Townhouse for Rent in Muscat Seeb,"Muscat, Seeb",150.0,103.0,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",110.0,103.0,For Rent
215 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20.0,215.0,For Rent
50 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30.0,50.0,For Rent
Furnished Daily in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",8.0,50.0,For Rent
Industrial Land for Rent in Muscat Rusail,"Muscat, Rusail",2046.0,50.0,For Rent
20000 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,"Al Sharqiya, Other",15.0,20000.0,For Rent
flat for Rent,"Muscat, Ruwi",140.0,200.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",18.0,100.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15.0,120.0,For Rent
800 m2 2 Bedrooms Apartments for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",8.0,800.0,For Rent
للايجار معرض تجاري 230 متر + مستودع 5000 متر,"Al Batinah, Suwaiq",600.0,230.0,For Rent
Furnished Monthly in Al Batinah Sohar,"Al Batinah, Sohar",90.0,230.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",165.0,100.0,For Rent
200 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",1.0,200.0,For Rent
Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1.0,200.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",35.0,200.0,For Rent
555 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30.0,555.0,For Rent
87 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",25.0,87.0,For Rent
Bed space available in a big room in ghubra,"Muscat, Ghubrah",55.0,55.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",30.0,300.0,For Rent
3 Bedrooms Chalet for Rent in Muscat Quriyat,"Muscat, Quriyat",45.0,180.0,For Rent
230 m2 5 Bedrooms Townhouse for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",10.0,230.0,For Rent
Residential Land for Rent in Al Batinah Rustaq,"Al Batinah, Rustaq",21000.0,90.0,For Rent
محل للإيجار – موقع مميز,"Muscat, Al Khoud",350.0,38.0,For Rent
للإيجار أرض سكني مسورة تنفع كمخزن - ولاية الرستاق - فلج الشراه - مقابل مستشفى الرستاق,"Al Batinah, Rustaq",700.0,539.0,For Rent
300 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30.0,300.0,For Rent
Azaiba-near Zubair Automotive-1BHK flat for rent-OMR 200,"Muscat, Azaiba",200.0,65.0,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",80.0,400.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45.0,100.0,For Rent
160 m2 3 Bedrooms Apartments for Rent in Muscat Al-Wuttayah,"Muscat, Al-Wuttayah",180.0,160.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",230.0,200.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",150.0,100.0,For Rent
900 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40.0,900.0,For Rent
300 m2 3 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",470.0,300.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",25.0,120.0,For Rent
Furnished Monthly in Muscat Azaiba,"Muscat, Azaiba",170.0,120.0,For Rent
Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",110.0,120.0,For Rent
محل للإيجار داخل هايبر ماركت,"Al Batinah, Sohar",300.0,5000.0,For Rent
60 m2 2 Bedrooms Apartments for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",80.0,60.0,For Rent
One bedroom flat daily,"Muscat, Al Khoud",10.0,70.0,For Rent
150 m2 1 Bedroom Apartments for Rent in Dhofar Other,"Dhofar, Other",15.0,150.0,For Rent
Ghubrah North prime location 4BHK villa for rent بالغبره الشماليه موقع متميز فيلا 4 غرف للايجار,"Muscat, Ghubrah",600.0,300.0,For Rent
