Property Title,Location,Bedrooms,Price,Size,Listing Type
250 m2 5 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",5.0,7 OMR,250.0,For Rent
400 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,20 OMR,400.0,For Rent
200 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1.0,20 OMR,200.0,For Rent
250 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",1.0,6 OMR,250.0,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",4.0,35 OMR,2000.0,For Rent
2 Bed room House for rent In Al AshKharah ( Wifi + Swimming pool + Billiard ),"Al Sharqiya, Other",3.0,40 OMR,200.0,For Rent
20 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,15 OMR,20.0,For Rent
300 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Masira,"Al Sharqiya, Masira",3.0,1 OMR,300.0,For Rent
New Shops For Rent near Naseem Garden in Rumais للإيجار محلات جديدة   قريب حديقة النسيم في الرميس,"Al Batinah, Al Rumais",,85 OMR,24.0,For Rent
Hawana salalah -هوانا صلاله شقه 2 غرفه + 2 حمام  تجهيز فندقى + واجهه متميزه على المارينا مباشره,"Dhofar, Taqah",2.0,,120.0,For Rent
"محل للايجار العذيبه قريب فندق بارك إن/Shop for rent in AL-AZAIBA, near Park Inn Hotel","Muscat, Azaiba",,"1,200 OMR",200.0,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,600.0,For Rent
محل للإيجار في الخوض,"Muscat, Al Khoud",,500 OMR,80.0,For Rent
400 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3.0,35 OMR,400.0,For Rent
30 Sqm Shop for rent in Mawaleh محل للإيجار بمساحة 30 متر مربع في الموالح,"Muscat, Al Mawaleh",,250 OMR,30.0,For Rent
345 m2 4 Bedrooms Villa for Rent in Dhofar Taqah,"Dhofar, Taqah",4.0,60 OMR,345.0,For Rent
65 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,180 OMR,65.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,100.0,For Rent
400 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,90 OMR,400.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Thumrait,"Dhofar, Thumrait",2.0,,120.0,For Rent
مكاتب مفروشة جاهزة للاستخدام العذيبة-Furnished offices ready to use in Al Azaiba,"Muscat, Azaiba",,180 OMR,230.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,,200.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,800 OMR,300.0,For Rent
Furnished Monthly in Muscat Ghubrah,"Muscat, Ghubrah",,150 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,60 OMR,,For Rent
Prime Executive Office Spaces Alfardan Heights - Prime Location + 2 Months Free,"Muscat, Ghala",,"5,530 OMR",790.0,For Rent
4+1 BEDROOM COMPOUND VILLA,"Muscat, Hamriya",4.0,"1,200 OMR",1.0,For Rent
46545 m2 Studio Apartments for Rent in Muscat Qurm,"Muscat, Qurm",,190 OMR,46545.0,For Rent
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,45 OMR,300.0,For Rent
High quality commercial Building,"Al Batinah, Al Masnaah",,"3,000 OMR",2176.0,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",3.0,230 OMR,150.0,For Rent
200 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,,200.0,For Rent
60 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",,185 OMR,60.0,For Rent
"New shops for rent, in Mubilla \  محلات للإيجار في المعبيلة الجنوبية بناية جديدة","Muscat, Al Maabilah",,450 OMR,1900.0,For Rent
580 m2 5 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",5.0,60 OMR,580.0,For Rent
4550 ft² 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,25 OMR,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,100.0,For Rent
Furnished Daily in Muscat Al-Hail,"Muscat, Al-Hail",,5 OMR,,For Rent
150 m2 More than 6 bedrooms Townhouse for Rent in Muscat Al Khoud,"Muscat, Al Khoud",,400 OMR,150.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,230 OMR,100.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,150 OMR,90.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,150 OMR,100.0,For Rent
معارض للايجار في المعبيلة على الشارع العام الرئيسي show room for rent,"Muscat, Al Maabilah",,400 OMR,1200.0,For Rent
909 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1.0,"9,999 OMR",909.0,For Rent
150 m2 1 Bedroom Villa for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",1.0,30 OMR,150.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,1 OMR,600.0,For Rent
600 m2 More than 6 bedrooms Townhouse for Rent in Al Dakhiliya Hamra,"Al Dakhiliya, Hamra",,350 OMR,600.0,For Rent
155 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,15 OMR,155.0,For Rent
Furnished Daily in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",,12 OMR,,For Rent
400 m2 3 Bedrooms Villa for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",3.0,60 OMR,400.0,For Rent
103 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",2.0,390 OMR,103.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",2.0,200 OMR,80.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,250 OMR,100.0,For Rent
محل للايجار في العامرات المنطقة الخامسه خلف مركز الصحي,"Muscat, Amerat",,70 OMR,40.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",3.0,260 OMR,120.0,For Rent
استوديوهات للايجار ( غرفة وصالة حمام ومطبخ) بناية تقع في حي تجاري في صحلنوت الشمالية .,"Dhofar, Salala",,20 OMR,80.0,For Rent
60 m2 Studio Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,16 OMR,60.0,For Rent
200 m2 1 Bedroom Apartments for Rent in Al Batinah Shinas,"Al Batinah, Shinas",1.0,120 OMR,200.0,For Rent
عيادة/صالون/مكتب للإيجار - سوق الخوض 89 متر مربع للإيجار الخوض,"Muscat, Al Khoud",,400 OMR,89.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",2.0,130 OMR,100.0,For Rent
158 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,230 OMR,158.0,For Rent
ok good quality room,"Al Batinah, Liwa",,25 OMR,,For Rent
Office for rent in Ghala Near Star Bucks  مكتب للإيجار في غلا بالقرب من ستار باكس,"Muscat, Ghala",,"1,000 OMR",235.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",1.0,8 OMR,100.0,For Rent
700 m2 5 Bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",5.0,600 OMR,700.0,For Rent
Gread Deal Office for rent in Souq Al Khoud /مكتب رائع للإيجار في سوق الخوض,"Muscat, Al Khoud",,160 OMR,27.0,For Rent
71 m2 2 Bedrooms Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",2.0,220 OMR,71.0,For Rent
Ghubrah North studio room bathroom kitchen for rent الغبره الشماليه استوديو غرفه وحمام ومطبخ للإيجار,"Muscat, Ghubrah",,160 OMR,40.0,For Rent
160 m2 1 Bedroom Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",1.0,16 OMR,160.0,For Rent
معرض كبيير على شارع السلطان قابوس في الغبره جنب مستشفى الرفاعه,"Muscat, Ghubrah",,"7,500 OMR",600.0,For Rent
Apartment for rent in Muscat hills,"Muscat, Muscat Hills",2.0,500 OMR,1111.0,For Rent
Ghubrah North prime location 2bhk for rent شقه بالغبره الشماليه غرفتين ومجلس و3 دورات مياه للايجار,"Muscat, Ghubrah",2.0,250 OMR,90.0,For Rent
3 Bedrooms Chalet for Rent in Muscat Quriyat,"Muscat, Quriyat",3.0,40 OMR,500.0,For Rent
900 m2 More than 6 bedrooms Villa for Rent in Muscat Qurm,"Muscat, Qurm",,"2,500 OMR",900.0,For Rent
400 m2 4 Bedrooms Villa for Rent in Muscat Bosher,"Muscat, Bosher",4.0,600 OMR,400.0,For Rent
Villa for rent in Bousher/فيلا للايجار بوشر,"Muscat, Bosher",,650 OMR,400.0,For Rent
94 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",2.0,350 OMR,94.0,For Rent
900 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,2 OMR,900.0,For Rent
More than 6 bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",,40 OMR,2000.0,For Rent
100 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,25 OMR,100.0,For Rent
5 ft² 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,50 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,15 OMR,,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,120.0,For Rent
400 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",1.0,130 OMR,400.0,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,,600.0,For Rent
150 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,20 OMR,150.0,For Rent
1 Bedroom Chalet for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,15 OMR,250.0,For Rent
1111 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,1111.0,For Rent
500 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,100 OMR,500.0,For Rent
Unfurnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,110 OMR,,For Rent
78 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,40 OMR,78.0,For Rent
5 Bedrooms Chalet for Rent in Al Batinah Saham,"Al Batinah, Saham",5.0,25 OMR,10.0,For Rent
عقود إيجار مؤقتة في السيب و بركاء,"Al Batinah, Barka",,1 OMR,100.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,1.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,200.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Bahla,"Al Dakhiliya, Bahla",3.0,110 OMR,120.0,For Rent
محل تجاري في واجهة سوق الخوض,"Muscat, Al Khoud",,650 OMR,144.0,For Rent
130 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,140 OMR,130.0,For Rent
600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,35 OMR,600.0,For Rent
50 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",1.0,50 OMR,50.0,For Rent
150 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",1.0,25 OMR,150.0,For Rent
99 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,150 OMR,99.0,For Rent
180 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,40 OMR,180.0,For Rent
500 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,"100,000 OMR",500.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,70.0,For Rent
"For daily and monthly rent, shared residential rooms for young people on the main Al Maha Street","Muscat, Al Khuwair",,35 OMR,,For Rent
Mixed Use Land for Rent in Al Batinah Barka,"Al Batinah, Barka",,500 OMR,,For Rent
2 m2 1 Bedroom Apartments for Rent in Dhofar Other,"Dhofar, Other",1.0,15 OMR,2.0,For Rent
150 m2 Studio Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,7 OMR,150.0,For Rent
180 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,25 OMR,180.0,For Rent
Farm house for rent,"Muscat, Al Maabilah",4.0,50 OMR,1200.0,For Rent
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,120 OMR,300.0,For Rent
2 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,35 OMR,2.0,For Rent
محل للإيجار / صناعية الخابوره,"Al Batinah, Al Khaboura",,100 OMR,28.0,For Rent
AL khoud 7 room for rent boys,"Muscat, Al Khoud",,105 OMR,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",2.0,130 OMR,100.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,120.0,For Rent
Furnished Daily in Muscat Al Khuwair,"Muscat, Al Khuwair",,10 OMR,,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,18 OMR,90.0,For Rent
85 m2 Studio Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",,90 OMR,85.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,120.0,For Rent
3 Bedrooms Chalet for Rent in Muscat Al-Bustan,"Muscat, Al-Bustan",3.0,40 OMR,500.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,20 OMR,,For Rent
"House for Rent Al Ashkharah , for daily rent ,","Al Sharqiya, Other",3.0,30 OMR,200.0,For Rent
89 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,"Muscat, Al Mouj",1.0,570 OMR,89.0,For Rent
250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,35 OMR,250.0,For Rent
130 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,130 OMR,130.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,100.0,For Rent
200 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,40 OMR,200.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,200.0,For Rent
100 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",,190 OMR,100.0,For Rent
Semi Furnished Monthly in Muscat Seeb,"Muscat, Seeb",,15 OMR,,For Rent
350 m2 4 Bedrooms Villa for Rent in Muscat Ansab,"Muscat, Ansab",4.0,500 OMR,350.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Saham,"Al Batinah, Saham",3.0,40 OMR,1000.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",2.0,25 OMR,200.0,For Rent
محلات للإيجار Shops for rent,"Muscat, Quriyat",,120 OMR,40.0,For Rent
Unfurnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",,60 OMR,,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3.0,60 OMR,200.0,For Rent
600 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,25 OMR,600.0,For Rent
Furnished Daily in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",,6 OMR,,For Rent
200 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,45 OMR,200.0,For Rent
محلات للإيجار في السيح الأحمر ولاية بدبد مقابل محطة نفط عمان موقع استراتيجي على الخط السريع,"Al Dakhiliya, Bidbid",,250 OMR,180.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",3.0,220 OMR,120.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,100.0,For Rent
Wuttayya-Excellent office space for rent-kitchen-Washroom-Free WiFi-OMR 350 only,"Muscat, Al-Wuttayah",,350 OMR,56.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Al Dhahirah Yunqul,"Al Dhahirah, Yunqul",2.0,90 OMR,300.0,For Rent
Wuttayya-Fully furnished 2bhk flat for rent-Free WIFI-OMR 300 only!!,"Muscat, Al-Wuttayah",2.0,300 OMR,80.0,For Rent
كافتريا للايجار او العمل بنسبه في المبيعات هوبر ماركت مول بركا,"Al Batinah, Barka",,,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,30 OMR,,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,15 OMR,100.0,For Rent
Semi Furnished Monthly in Muscat Ansab,"Muscat, Ansab",,100 OMR,,For Rent
2 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,5 OMR,2.0,For Rent
مكتب للإيجار في موقع مميز جداً بوشر شارع المها- مشروع أمازون,"Muscat, Bosher",,395 OMR,82.0,For Rent
200 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,20 OMR,200.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,120.0,For Rent
مخيم للايجار اليومي,"Dhofar, Salala",,35 OMR,800.0,For Rent
Furnished Monthly in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",,"1,000 OMR",,For Rent
500 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,"1,000 OMR",500.0,For Rent
61111 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,3 OMR,61111.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3.0,65 OMR,300.0,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",4.0,50 OMR,350.0,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,90 OMR,,For Rent
محل تجاري للايجار + شقق للايجار الشهري,"Muscat, Al Maabilah",,270 OMR,10.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Saham,"Al Batinah, Saham",3.0,25 OMR,800.0,For Rent
Furnished Daily in Dhofar Other,"Dhofar, Other",,15 OMR,,For Rent
130 ft² 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,130 OMR,,For Rent
2 Bedrooms Chalet for Rent in Muscat Amerat,"Muscat, Amerat",2.0,80 OMR,500.0,For Rent
40668 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,170 OMR,40668.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,90.0,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",,6 OMR,,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",,9 OMR,,For Rent
غرفه للإيجار,"Dhofar, Other",1.0,10 OMR,1155.0,For Rent
Studio Chalet for Rent in Muscat Seeb,"Muscat, Seeb",,50 OMR,100.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,100.0,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,900 OMR,,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,1.0,For Rent
250 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3.0,100 OMR,250.0,For Rent
Furnished Daily in Dhofar Other,"Dhofar, Other",,45 OMR,,For Rent
160 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,160.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,95 OMR,,For Rent
Furnished Monthly in Muscat Amerat,"Muscat, Amerat",,105 OMR,,For Rent
300 m2 4 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",4.0,250 OMR,300.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,160 OMR,200.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",,150 OMR,300.0,For Rent
500 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,180 OMR,500.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",3.0,300 OMR,300.0,For Rent
102 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,24 OMR,102.0,For Rent
250 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,25 OMR,250.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,90.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Muscat Hills,"Muscat, Muscat Hills",2.0,500 OMR,120.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,40 OMR,300.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,5 OMR,200.0,For Rent
300 m2 3 Bedrooms Villa for Rent in Al Dakhiliya Manah,"Al Dakhiliya, Manah",3.0,100 OMR,300.0,For Rent
40 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",1.0,9 OMR,40.0,For Rent
8 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,8 OMR,8.0,For Rent
111 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,230 OMR,111.0,For Rent
Commercial Land for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",,,,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,90.0,For Rent
350 m2 More than 6 bedrooms Villa for Rent in Muscat Amerat,"Muscat, Amerat",,400 OMR,350.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,10 OMR,,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,140 OMR,,For Rent
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,1 OMR,500.0,For Rent
سوق فنجاء _ مقابل نادي فنجاء _ الكبره القديمة,"Al Dakhiliya, Bidbid",,50 OMR,30.0,For Rent
800 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,20 OMR,800.0,For Rent
100 m2 3 Bedrooms Townhouse for Rent in Muscat Muttrah,"Muscat, Muttrah",3.0,150 OMR,100.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,,90.0,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,60 OMR,300.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,18 OMR,,For Rent
390000 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,75 OMR,390000.0,For Rent
2085 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,60 OMR,2085.0,For Rent
500 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,,500.0,For Rent
350 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,"1,200 OMR",350.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,18 OMR,,For Rent
New luxury flat Sohar falaj شقة راقية جديدة صحار الفلج,"Al Batinah, Sohar",2.0,140 OMR,80.0,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Muscat Madinat As Sultan Qaboos,"Muscat, Madinat As Sultan Qaboos",3.0,590 OMR,250.0,For Rent
104 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,400 OMR,104.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,120.0,For Rent
Furnished Monthly in Al Batinah Shinas,"Al Batinah, Shinas",,15 OMR,,For Rent
150 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,490 OMR,150.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,30 OMR,120.0,For Rent
400 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,"10,000 OMR",400.0,For Rent
Spacious Room for Rent near Nesto Hypermarket,"Muscat, Wadi Al Kabir",,75 OMR,,For Rent
Modern 4BHK Villa in Al Mawaleh  فيلا حديثة من 4 غرف نوم في الموالح,"Muscat, Al Mawaleh",4.0,500 OMR,180.0,For Rent
Modern 3BHK Villa in MQ – OMR 650/month  للإيجار  فيلا حديثة من 3 غرف نوم في مدينة السلطان قابوس,"Muscat, Madinat As Sultan Qaboos",3.0,650 OMR,200.0,For Rent
Prime Location Shop in Azaiba   محل تجاري في موقع مميز,"Muscat, Azaiba",,600 OMR,60.0,For Rent
Open Space in Muscat Hills  مساحة مفتوحة في مسقط هيلز,"Muscat, Muscat Hills",,370 OMR,54.0,For Rent
I bhk beautiful apartment in marsa garden bulding,"Muscat, Al Mouj",1.0,500 OMR,85.0,For Rent
فيلا للايجار اليومي صحلنوت خريف صلاله  فيلا إيجار يومي  أسبوعي  شهري خلال فتره الخريف قريب السعاده,"Dhofar, Other",,58 OMR,170.0,For Rent
