Property Title,Location,Bedrooms,Price,Size,Listing Type
"Open plan office space for 10 persons in Muscat, Al Fardan Heights","Muscat, Ghala",2,1300.0,45.0,For Rent
"Open plan office space for 10 persons in DUQM, Squadra","Al Wustaa, Al Duqum",2,612.0,45.0,For Rent
"Work in MUSCAT, Beach One or anywhere else in our global network","Muscat, Muttrah",2,89.0,8.0,For Rent
50 m2 Studio Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2,120.0,50.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2,12.0,120.0,For Rent
"Elegant 2BHK Apartment in Al Mouj, Marsa 3A","Muscat, Al Mouj",2,950.0,74.0,For Rent
شاليه VIP في ولاية نزوى. ضيافة فندقية راقية يبعد 400 متر فقط عن منطقة العقر الشهيرة بحارتها القديمة,"Al Dakhiliya, Nizwa",2,70.0,150.0,For Rent
60 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2,25.0,60.0,For Rent
Unfurnished Yearly in Muscat Al Khoud,"Muscat, Al Khoud",2,115.0,100.0,For Rent
1 bedroom and 2 bedroom Apartment Available for Rent in Mumtaz Ruwi,"Muscat, Ruwi",1,140.0,90.0,For Rent
#REF896 Office Space Available for Rent in Ghala,"Muscat, Ghala",2,260.0,85.0,For Rent
1 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3,1.0,1.0,For Rent
190 m2 2 Bedrooms Apartments for Rent in Al Batinah Barka,"Al Batinah, Barka",2,100.0,190.0,For Rent
مبنى للايجار قريب من الميناء مواقف الى شارع,"Al Batinah, Liwa",2,1000.0,1.0,For Rent
"Shell & Core Shop in The Gate Mall, Azaiba (REF: MU052401AZ)","Muscat, Azaiba",2,950.0,66.0,For Rent
Family apartment for rent near by Mobila Kenz Hypermarket,"Muscat, Al Maabilah",2,230.0,100.0,For Rent
108 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2,270.0,108.0,For Rent
450 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Bahla,"Al Dakhiliya, Bahla",2,15.0,450.0,For Rent
25 m2 1 Bedroom Apartments for Rent in Muscat Qurm,"Muscat, Qurm",1,120.0,25.0,For Rent
Staycation stay available for work from fram.,"Muscat, Quriyat",1,10.0,670.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3,320.0,120.0,For Rent
محل للايجار فى بركاء الصناعيه,"Muscat, Al Maabilah",2,60.0,20.0,For Rent
500 m2 Studio Apartments for Rent in Muscat Qurm,"Muscat, Qurm",2,270.0,500.0,For Rent
Modern 2BR Apartment in Azaiba  Fully Furnished  Great Location!,"Muscat, Azaiba",2,400.0,100.0,For Rent
126 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",2,320.0,126.0,For Rent
"New villas for rent in Muwailih, close to Sohar Hospital and Al Batinah International School","Al Batinah, Sohar",3,300.0,300.0,For Rent
ارض صناعية مسورة مساحتها 1200م2 تصلح كجراج او مخزن او ورشة (حدادة/نجارة) او بيع المواد الصحية,"Al Batinah, Saham",2,300.0,1200.0,For Rent
150 m2 3 Bedrooms Townhouse for Rent in Muscat Muttrah,"Muscat, Muttrah",3,155.0,150.0,For Rent
Furnished Daily in Al Batinah Al Khaboura,"Al Batinah, Al Khaboura",2,10.0,100.0,For Rent
Furnished Daily in Al Dakhiliya Other,"Al Dakhiliya, Other",2,17.0,100.0,For Rent
4 Bedrooms Chalet for Rent in Al Dakhiliya Other,"Al Dakhiliya, Other",4,90.0,450.0,For Rent
Residential Land for Rent in Al Dakhiliya Other,"Al Dakhiliya, Other",2,4800.0,100.0,For Rent
2000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,20.0,2000.0,For Rent
Moon house-3,"Dhofar, Salala",2,45.0,100.0,For Rent
Farm Land for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2,25.0,100.0,For Rent
7 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",1,7.0,7.0,For Rent
128 m2 1 Bedroom Townhouse for Rent in Muscat Seeb,"Muscat, Seeb",1,110.0,128.0,For Rent
Furnished Daily in Muscat Azaiba,"Muscat, Azaiba",2,4.0,100.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1,22.0,100.0,For Rent
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,60.0,500.0,For Rent
White apartmant,"Muscat, Al Mouj",2,10.0,30.0,For Rent
130 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",3,40.0,130.0,For Rent
500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,65.0,500.0,For Rent
مكاتب للايجار بالخوير علي الشارع العام بموقع استراتيجي مميز مطله علي حي الوزارات بمساحات مختلفه,"Muscat, Al Khuwair",2,7.0,380.0,For Rent
180 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Bahla,"Al Dakhiliya, Bahla",3,120.0,180.0,For Rent
Furnished Monthly in Al Batinah Barka,"Al Batinah, Barka",2,40.0,100.0,For Rent
70 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,35.0,70.0,For Rent
50 m2 Studio Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",2,130.0,50.0,For Rent
Single room / sharing available,"Muscat, Al Khoud",2,100.0,100.0,For Rent
150 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Masira,"Al Sharqiya, Masira",3,25.0,150.0,For Rent
TOWNHOUSE IN HAWANA SALALAH FOR RENTتاون هاوس للإيجار في هوانا فورست ايلاند,"Dhofar, Salala",1,40.0,75.0,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",2,35.0,100.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",3,8.0,100.0,For Rent
500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,20.0,500.0,For Rent
160 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",2,120.0,160.0,For Rent
30 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1,1.0,30.0,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Izki,"Al Dakhiliya, Izki",2,25.0,3.0,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",2,25.0,112.0,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Manah,"Al Dakhiliya, Manah",2,25.0,1800.0,For Rent
Residential Land for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",2,6500.0,100.0,For Rent
"Fully Furnished Rooms available for Rent in a big Villa, daily/weekly/monthly (All bills included)","Al Batinah, Sohar",2,9.0,100.0,For Rent
11 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2,20.0,11.0,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2,25.0,70.0,For Rent
مكتب تجاري / Spacious Commercial Office,"Muscat, Halban",2,70.0,22.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2,35.0,300.0,For Rent
20 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",1,35.0,20.0,For Rent
280000 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",2,130.0,280000.0,For Rent
Furnished apartment for rent in Muscat hills,"Muscat, Muscat Hills",1,475.0,1111.0,For Rent
متجر حاسب آلي وإلكترونيات للبيع,"Muscat, Ghubrah",2,3950.0,11.0,For Rent
محل جاهز للتنازل في سيتي سنتر الموالح,"Muscat, Al Mawaleh",2,5000.0,5.0,For Rent
مكاتب تجارية راقية للإيجار في العذيبة – من 80م2 إلى 120م2,"Muscat, Azaiba",2,500.0,90.0,For Rent
130 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",3,220.0,130.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2,180.0,120.0,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",5,600.0,300.0,For Rent
Beautiful & Spacious 4-Bedroom Standalone Villa for Rent in Madinat Sultan Qaboos,"Muscat, Madinat As Sultan Qaboos",4,1350.0,450.0,For Rent
Beautiful & Spacious  5-Bedroom Villa for rent in Al Mouj,"Muscat, Al Mouj",5,1700.0,350.0,For Rent
80 m2 Studio Apartments for Rent in Muscat Qurm,"Muscat, Qurm",2,180.0,80.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,16.0,120.0,For Rent
#REF819  Beautiful Big Luxury 5 Bedrooms With Maid Room Villa For Rent in Qurum,"Muscat, Qurm",5,1600.0,400.0,For Rent
60 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1,50.0,60.0,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2,50.0,600.0,For Rent
100 m2 Studio Apartments for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",2,35.0,100.0,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",2,17.0,100.0,For Rent
43 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",2,25.0,43.0,For Rent
محلات للإيجار – البريمي (الخضراء / سيح),"Buraimi, Al Buraimi",2,30.0,2.0,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3,80.0,200.0,For Rent
تاجير محلات في الحيل الجنوبيه,"Muscat, Al-Hail",2,250.0,80.0,For Rent
Elegant furnished Apartments For Rent - Luxury & a Distinct Lifestyle,"Muscat, Azaiba",2,550.0,145.0,For Rent
office space for rent on Sultan Qaboos Main road,"Muscat, Azaiba",2,140.0,10.0,For Rent
Luxury Apartment For Rent,"Muscat, Azaiba",2,380.0,140.0,For Rent
تأجير مكاتب على شارع السلطاني قابوس - العذيبة,"Muscat, Ghala",2,140.0,10.0,For Rent
600 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3,30.0,600.0,For Rent
bedspace for monthly rent سرير في غرفة مشتركة للايجار الشهري,"Muscat, Amerat",2,25.0,100.0,For Rent
14000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,35.0,14000.0,For Rent
Semi Furnished Monthly in Muscat Amerat,"Muscat, Amerat",2,90.0,100.0,For Rent
85 m2 Studio Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2,25.0,85.0,For Rent
Furnished Daily in Muscat Amerat,"Muscat, Amerat",2,4.0,100.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",3,210.0,120.0,For Rent
عشر محلات جديدة للايجار في المعبيلة الرابعة - بلوك 5 - احجز مساحتك التجارية قبل انتهاء المشروع,"Muscat, Al Maabilah",2,120.0,38.0,For Rent
1555 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,15.0,1555.0,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",4,35.0,145.0,For Rent
80 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",2,260.0,80.0,For Rent
400 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",2,650.0,400.0,For Rent
50 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",2,235.0,50.0,For Rent
"Golden opportunity to rent 210 OMR  studio located in prime, quiet and elegant location in","Muscat, Ghubrah",1,210.0,50.0,For Rent
2 Bedrooms furnished flat for Daily Rent.,"Dhofar, Salala",2,25.0,300.0,For Rent
Mixed Use Land for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",2,100.0,100.0,For Rent
محل للإيجار في المعبيلة الصناعية – موقع استراتيجي ومساحة واسعة بسعر مغري,"Muscat, Al Maabilah",2,180.0,33.0,For Rent
Shops for Rent in Jabri Plaza,"Muscat, Al Maabilah",2,200.0,28.0,For Rent
محل للإيجار في غلا – موقع استراتيجي ومساحة واسعة بسعر مغري مناسب,"Muscat, Ghala",2,2000.0,270.0,For Rent
Apartment for rent in Alkhuwair,"Muscat, Al Khuwair",2,230.0,1111.0,For Rent
محلاات ايجار موقع حيوي جداا جنب شارع عام جنب صناعيه سمد شان جوده عاليه سوق حيوي جدا,"Al Sharqiya, Al Mudaibi",2,60.0,800.0,For Rent
مخزن للإيجار في بركاء – جنب مخازن نستو الرئيسية - بسعر مغري ومساحة واسعة,"Al Batinah, Barka",2,800.0,430.0,For Rent
150 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",2,550.0,150.0,For Rent
More than 6 bedrooms Chalet for Rent in Muscat Amerat,"Muscat, Amerat",2,85.0,10000.0,For Rent
محل للايجار في الخوض السادسة,"Muscat, Al Khoud",2,150.0,21.0,For Rent
Commercial Land for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2,25.0,100.0,For Rent
48 m2 Studio Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2,80.0,48.0,For Rent
270 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",5,50.0,270.0,For Rent
كاونتر تجاري مميز للايجار في صحار داونتاون مول,"Al Batinah, Sohar",2,350.0,9.0,For Rent
75 m2 1 Bedroom Apartments for Rent in Muscat Qurm,"Muscat, Qurm",1,250.0,75.0,For Rent
Furnished Daily in Al Batinah Sohar,"Al Batinah, Sohar",2,8.0,100.0,For Rent
4 Bedrooms Chalet for Rent in Dhofar Mirbat,"Dhofar, Mirbat",4,80.0,405.0,For Rent
4 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",4,150.0,10000.0,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3,40.0,600.0,For Rent
مـخـازن في موقع مميز في غــلا وسـهـلة الدخول والخروج من 3 شوارع رئيسية,"Muscat, Ghala",2,1250.0,525.0,For Rent
1500 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",1,100.0,1500.0,For Rent
مكاتب للإيجار في مجمع الياسمين تحديدا في الخوير .,"Muscat, Al Khuwair",2,700.0,200.0,For Rent
مكاتب للايجار في مسقط هيلز بمساحات مختلفه-Business center Offices for rent in Muscat Hills,"Muscat, Muscat Hills",2,250.0,300.0,For Rent
3 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1,120.0,3.0,For Rent
Storage Rental services at the heart of Muscat just 10 min for Muscat Airport,"Muscat, Ghala",2,19.0,40.0,For Rent
Furnished Daily in Muscat Bosher,"Muscat, Bosher",2,5.0,100.0,For Rent
200 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,65.0,200.0,For Rent
Villa for Rent,"Muscat, Al Maabilah",5,370.0,240.0,For Rent
300 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",4,120.0,300.0,For Rent
Unfurnished Monthly in Buraimi Al Buraimi,"Buraimi, Al Buraimi",2,55.0,100.0,For Rent
450 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,25.0,450.0,For Rent
10 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,50.0,10.0,For Rent
2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2,35.0,100.0,For Rent
16 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1,15.0,16.0,For Rent
75 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",2,60.0,75.0,For Rent
120 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1,30.0,120.0,For Rent
4 Bedrooms Chalet for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",4,60.0,666.0,For Rent
2 Bedrooms Chalet for Rent in Dhofar Mirbat,"Dhofar, Mirbat",2,100.0,200.0,For Rent
AMAZING FLAT IN RUWI WITH A GREAT VIEW AND SUPER CLEAN AND IN VERY QUEIT AND SAFE PLACE,"Muscat, Ruwi",1,140.0,200.0,For Rent
277 m2 4 Bedrooms Townhouse for Rent in Dhofar Mirbat,"Dhofar, Mirbat",4,85.0,277.0,For Rent
الإيجار شهري   محلات تجاريه ومخازن ولاية صور العيجه 3,"Al Sharqiya, Sur",2,35.0,55.0,For Rent
500 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",2,130.0,500.0,For Rent
1 Bedroom Chalet for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",1,30.0,150.0,For Rent
moon house furnished apartment,"Dhofar, Salala",2,32.0,50.0,For Rent
440 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,100.0,440.0,For Rent
Room for rent only for single person,"Muscat, Al Khuwair",2,80.0,100.0,For Rent
600 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3,60.0,600.0,For Rent
72 m2 Studio Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2,13.0,72.0,For Rent
20 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",2,180.0,20.0,For Rent
200 m2 4 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",4,250.0,200.0,For Rent
10 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2,45.0,10.0,For Rent
900 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,80.0,900.0,For Rent
Furnished Daily in Al Sharqiya Ibra,"Al Sharqiya, Ibra",2,10.0,100.0,For Rent
412 m2 More than 6 bedrooms Townhouse for Rent in Al Batinah Liwa,"Al Batinah, Liwa",2,350.0,412.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,"Muscat, Ghala",2,260.0,100.0,For Rent
مكتب للايجار / بوشر,"Muscat, Bosher",2,25.0,71.0,For Rent
محل كورنر للايجار في الخوض 6 (برج المعرفة) New shop for rent Al Khoud6,"Muscat, Al Khoud",2,200.0,36.0,For Rent
محلات للإيجار - جديدة ( الباطنة السويق(البداية),"Al Batinah, Suwaiq",2,100.0,360.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",2,15.0,120.0,For Rent
40 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2,12.0,40.0,For Rent
مكتب للايجار,"Muscat, Bosher",2,200.0,71.0,For Rent
Bed space in master bedroom,"Muscat, Bosher",2,40.0,100.0,For Rent
1 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",2,50.0,1.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",3,145.0,100.0,For Rent
112 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2,175.0,112.0,For Rent
400 m2 3 Bedrooms Villa for Rent in Muscat Seeb,"Muscat, Seeb",3,500.0,400.0,For Rent
200 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,60.0,200.0,For Rent
محل للإيجار حي التضامن، قريب المدارس ومحطة بترول,"Muscat, Al Maabilah",2,80.0,15.0,For Rent
12 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,70.0,12.0,For Rent
1 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1,15.0,1.0,For Rent
256 m2 4 Bedrooms Apartments for Rent in Al Wustaa Al Duqum,"Al Wustaa, Al Duqum",4,250.0,256.0,For Rent
250 m2 5 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",5,7.0,250.0,For Rent
400 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3,20.0,400.0,For Rent
250 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",1,6.0,250.0,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",4,35.0,2000.0,For Rent
2 Bed room House for rent In Al AshKharah ( Wifi + Swimming pool + Billiard ),"Al Sharqiya, Other",3,40.0,200.0,For Rent
300 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Masira,"Al Sharqiya, Masira",3,1.0,300.0,For Rent
New Shops For Rent near Naseem Garden in Rumais للإيجار محلات جديدة   قريب حديقة النسيم في الرميس,"Al Batinah, Al Rumais",2,85.0,24.0,For Rent
Hawana salalah -هوانا صلاله شقه 2 غرفه + 2 حمام  تجهيز فندقى + واجهه متميزه على المارينا مباشره,"Dhofar, Taqah",2,25.0,120.0,For Rent
"محل للايجار العذيبه قريب فندق بارك إن/Shop for rent in AL-AZAIBA, near Park Inn Hotel","Muscat, Azaiba",2,1200.0,200.0,For Rent
محل للإيجار في الخوض,"Muscat, Al Khoud",2,500.0,80.0,For Rent
400 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3,35.0,400.0,For Rent
30 Sqm Shop for rent in Mawaleh محل للإيجار بمساحة 30 متر مربع في الموالح,"Muscat, Al Mawaleh",2,250.0,30.0,For Rent
345 m2 4 Bedrooms Villa for Rent in Dhofar Taqah,"Dhofar, Taqah",4,60.0,345.0,For Rent
65 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2,180.0,65.0,For Rent
400 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5,90.0,400.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Thumrait,"Dhofar, Thumrait",2,25.0,120.0,For Rent
مكاتب مفروشة جاهزة للاستخدام العذيبة-Furnished offices ready to use in Al Azaiba,"Muscat, Azaiba",2,180.0,230.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,25.0,200.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",2,800.0,300.0,For Rent
Prime Executive Office Spaces Alfardan Heights - Prime Location + 2 Months Free,"Muscat, Ghala",2,5530.0,790.0,For Rent
4+1 BEDROOM COMPOUND VILLA,"Muscat, Hamriya",4,1200.0,1.0,For Rent
46545 m2 Studio Apartments for Rent in Muscat Qurm,"Muscat, Qurm",2,190.0,46545.0,For Rent
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4,45.0,300.0,For Rent
High quality commercial Building,"Al Batinah, Al Masnaah",2,3000.0,2176.0,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",3,230.0,150.0,For Rent
200 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1,25.0,200.0,For Rent
"New shops for rent, in Mubilla \  محلات للإيجار في المعبيلة الجنوبية بناية جديدة","Muscat, Al Maabilah",2,450.0,1900.0,For Rent
580 m2 5 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",5,60.0,580.0,For Rent
4550 ft² 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3,25.0,100.0,For Rent
150 m2 More than 6 bedrooms Townhouse for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2,400.0,150.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3,230.0,100.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2,150.0,90.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3,150.0,100.0,For Rent
معارض للايجار في المعبيلة على الشارع العام الرئيسي show room for rent,"Muscat, Al Maabilah",2,400.0,1200.0,For Rent
909 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1,9999.0,909.0,For Rent
150 m2 1 Bedroom Villa for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",1,30.0,150.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2,1.0,600.0,For Rent
600 m2 More than 6 bedrooms Townhouse for Rent in Al Dakhiliya Hamra,"Al Dakhiliya, Hamra",2,350.0,600.0,For Rent
155 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2,15.0,155.0,For Rent
400 m2 3 Bedrooms Villa for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",3,60.0,400.0,For Rent
103 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",2,390.0,103.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",2,200.0,80.0,For Rent
محل للايجار في العامرات المنطقة الخامسه خلف مركز الصحي,"Muscat, Amerat",2,70.0,40.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",3,260.0,120.0,For Rent
استوديوهات للايجار ( غرفة وصالة حمام ومطبخ) بناية تقع في حي تجاري في صحلنوت الشمالية .,"Dhofar, Salala",2,20.0,80.0,For Rent
60 m2 Studio Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",2,16.0,60.0,For Rent
200 m2 1 Bedroom Apartments for Rent in Al Batinah Shinas,"Al Batinah, Shinas",1,120.0,200.0,For Rent
عيادة/صالون/مكتب للإيجار - سوق الخوض 89 متر مربع للإيجار الخوض,"Muscat, Al Khoud",2,400.0,89.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",2,130.0,100.0,For Rent
158 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3,230.0,158.0,For Rent
ok good quality room,"Al Batinah, Liwa",2,25.0,100.0,For Rent
Office for rent in Ghala Near Star Bucks  مكتب للإيجار في غلا بالقرب من ستار باكس,"Muscat, Ghala",2,1000.0,235.0,For Rent
700 m2 5 Bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",5,600.0,700.0,For Rent
Gread Deal Office for rent in Souq Al Khoud /مكتب رائع للإيجار في سوق الخوض,"Muscat, Al Khoud",2,160.0,27.0,For Rent
71 m2 2 Bedrooms Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",2,220.0,71.0,For Rent
Ghubrah North studio room bathroom kitchen for rent الغبره الشماليه استوديو غرفه وحمام ومطبخ للإيجار,"Muscat, Ghubrah",2,160.0,40.0,For Rent
160 m2 1 Bedroom Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",1,16.0,160.0,For Rent
